연번,사용일,적  요,금  액,"대상
(인)",사용처,"집행구분
(카드/현금)",
787,19.08.19,노인일자리 사업 추진방안 논의 간담회,"40,000",3,미작,카드,
788,19.08.20,국 신규시책 공유 및 대외협력 간담회 비용 집행,"24,000",3,성복추어탕,카드,
789,19.08.20,가을태풍 대응역량 강화 방안 논의 간담회,"154,000",6,소야장어나라,카드,
790,19.08.21,일본 수출 규제 대응 등 지원방안 논의 간담회,"115,000",6,한우촌본점,카드,
791,19.08.21,2019추경 및 2020본예산 업무협의 간담회 비용 집행,"94,000",8,최주원육개장,카드,
792,19.08.21,2019추경 및 2020본예산 업무협의 간담회 비용 집행,"43,200",8,비엔나커피하우스,카드,
793,19.08.22,광주천 생태복원 사업 추진방안 논의 간담회,"140,000",5,미스터초밥,카드,
794,19.08.23,2020신규시책 등 업무협의 간담회 비용 집행,"286,000",21,27년,카드,
795,19.08.26,복지사각시대 발굴 및 지원체계 방안 논의 간담,"58,000",5,최주원육계장,카드,
796,19.08.27,시정 현안 및 핵심시책 홍보 오찬 간담회,"40,000",2,미작,카드,
797,19.08.28,스마트 재난안전산업 육성방안 논의 간담,"370,000",14,갓포4도씨초밥앤참치,카드,
798,19.08.30,광주형일자리 등 현안업무 추진 해법 모색을 위한 간담회,"120,000",5,태양수산,카드,
799,19.08.30,추석명절 대비 시민생활안정 대책방안 논의 간담회,"235,000",8,미스터초밥,카드,
800,19.08.30,전국공무원노동조합 광주지역본부 단체협약체결 관련 간담회 비용집행,"70,000",5,청기와,카드,
801,19.08.30,시정 현안사업 협의를 위한 만찬 간담회 비용 집행,"192,000",10,향초밥집,카드,
802,19.09.02,2019세계수영선수권대회 자원봉사 활동 노고감사 오찬 간담회,"535,000",18,연화,카드,
,19.07.02,현안업무 추진 부서원 노고 격려 간식 구입,"3,500,000",,예다손,카드,
,19.07.03,광주역 도시재생 뉴딜사업 광주역 현장지원센터 개소식 기념 전자시계 구입,"155,000",,서울시계,카드,
,19.07.08,세계수영선수권대회 성공개최 추진 방안 등 논의 오찬 간담회,"984,000",34,연화,카드,
,19.07.09,현안업무 추진 부서원 노고 격려 오찬,"456,000",16,명송생복집,카드,
,19.07.10,비서실 직원 노고 격려 오찬,"75,300",6,청담동마녀김밥,카드,
,19.07.10,직원 애경사 축부의금 집행(4건),"200,000",4,소속직원,현금,
,19.07.16,6월 직원생일 축하 격려물품 구입비 집행,"2,250,000",90,틔움직업재활센터,카드,
,19.07.17,직원 애경사 축부의금 집행(3건),"150,000",3,소속직원,현금,
,19.07.22,제5호 태풍대비 비상근무 추진 부서원 격려 간식 구입,"467,000",,새마을금고,카드,
,19.07.24,출산예정 여성 청원경찰 청사방호 노고 격려물품 구입,"100,000",1,이루푸드,카드,
,19.07.25,주요 시책업무 추진 부서원 격려 간식 구입,"457,000",,푸드마켓,카드,
,19.07.26,비서실 내방객 접대용 다과 구입,"154,800",,야쿠르트,카드,
,19.07.26,비서실 내방객 접대용 다과 구입,"250,000",,이룸카페,카드,
,19.07.26,세계수영선수권대회 시민서포터즈 관계자 격려 간식 구입,"276,600",,로컬푸드직매장,카드,
,19.07.26,직원 애경사 축부의금 집행(2건),"100,000",2,소속직원,현금,
818,19.06.26,시민사회단체와 소통 및 협력방안 논의 위한 간담회 개최,"420,000",13,연한정식,카드,
819,19.07.01,광주시 사회복지협의회 임원단 오찬 간담회,"745,000",26,원양,카드,
820,19.07.02,시정 현안 및 핵심시책 홍보 오찬 간담회,"57,000",4,오복미역 상무점,카드,
821,19.07.02,세계수영대회 대비 쾌적한 도시환경 조성방안 논의 간담회,"84,000",4,빛과밤,카드,
822,19.07.02,세계수영선수권대회 대테러 안전활동 추진방안 논의 간담회,"75,000",5,고려조삼계탕,카드,
823,19.07.04,우리 시 소재 국가기관장 정책간담 오찬,"1,368,000",56,푸드코트,카드,
824,19.07.04,광주형 도시재생뉴딜사업 추진 논의 간담회,"114,000",4,김형제고기의철학,카드,
825,19.07.05,민생 주요 현안 논의 관계자 간담회,"90,000",3,어나더키친,카드,
826,19.07.05,아파트 생활 갈등 해결 방안 간담회,"141,000",5,영암한우,카드,
827,19.07.05,수영대회 의전 관련 업무협조 간담회 비용 집행,"47,000",4,최주원육개장,카드,
828,19.07.09,수영대회기간 광주시티투어버스 확대운영 방안 논의 간담회,"130,000",5,머시기쪽갈비생족발구이,카드,
829,19.07.09,광주세계수영대회 문화소외계층 관람지원방안 논의 간담회,"98,000",5,흑도리,카드,
830,19.07.10,시정 주요 현안 민원 해법 모색 간담회,"78,000",4,단지막창첨단점,카드,
831,19.07.10,민간어린이집 연합회 임원 간담회,"429,000",18,만재수산,카드,
832,19.07.10,현장 확대간부회의 장소 협의 및 수구경기 관람 협의,"112,000",4,상무생복집,카드,
833,19.07.11,세계수영선수권대회 성공 개최를 위한 홍보 현안 논의 간담회,"444,000",15,나룻배상무점,카드,
834,19.07.11,수영대회 경기장 등 폭염 대책 논의 간담회,"76,000",4,명송생복집,카드,
835,19.07.12,주요현안사업 설명을 위한 중앙사 기자단 간담회 비용 집행,"274,000",10,하지메,카드,
836,19.07.12,시민 서포터즈 활용방안 논의 간담회,"110,000",4,상무참전복,카드,
837,19.07.12,수영대회 개막식 의전지원 등 대회 적극지원 시달,"61,500",8,서울반점,카드,
838,19.07.16,세계청년축제 내실화 추진방안 간담회,"88,000",6,상무팥죽,카드,
839,19.07.16,수영대회 현황 설명 등을 위한 의회출입기자단 간담회 비용 집행,"85,000",8,신계림삼계탕,카드,
840,19.07.16,수영대회 경기관람인원 확보를 위한 간담회 비용 집행,"187,000",11,다원명가,카드,
841,19.07.17,2019세계수영선수권대회 경기관란 및 시상식 후 조찬,"84,000",8,두꺼비식당,카드,
842,19.07.17,광주다운 도시만들기 추진방안 논의 간담회,"91,000",5,해실달실,카드,
843,19.07.17,체계적인 공무직 인사행정 관리운영 방안 강구 오찬간담회 비용 집행,"84,000",4,천송,카드,
844,19.07.17,세계수영선수권대회 대언론홍보 활성화 위한 간담회,"388,000",20,해담,카드,
845,19.07.18,SRF 갈등 관련 주요현안 해법 모색 방안 간담회,"75,000",6,영미오리탕,카드,
846,19.07.18,지방기록원 등 기록물 업무협의 간담회 비용 집행,"60,000",6,광주옥,카드,
847,19.07.18,여론정보기관 관계자 협력방안 논의 간담회,"55,000",4,영미오리탕,카드,
848,19.07.22,폭염 취약계층 안전관리 대책 논의 간담회,"227,000",8,램앤솔트,카드,
849,19.07.22,수영대회 중반결산 홍보 시의회 기자간담회 비용 집행,"450,000",12,대게나라,카드,
850,19.07.22,군 공항 이전사업 추진방안 간담회,"160,000",8,짱뚱어,카드,
851,19.07.22,시청사 집단시위 관련 유관기관 관계자 간담회 비용 집행,"468,000",17,정글통,카드,
852,19.07.23,의회 행정자치위원회 업무협조 간담회 비용 집행,"250,000",10,고다미,카드,
853,19.07.23,시책사업 홍보 및 현안 논의 간담회,"80,000",3,상무초밥,카드,
854,19.07.23,전통시장 상권 활성화 방안 논의 간담회,"114,000",5,흑도리,카드,
855,19.07.23,언론기관과 업무협력 방안 논의를 위한 간담회,"442,000",12,송하,카드,
856,19.07.24,노인의 건강증진 및 권익신장을 위한 시노인회 간담,"390,000",13,연화,카드,
857,19.07.24,청년일자리 사업 관련 논의간담회 비용 집행,"125,000",5,아리랑한정식,카드,
858,19.07.25,알기쉬운 결산서 구성 관련 업무협의 간담 비용 집행,"48,000",6,성복추어탕,카드,
859,19.07.25,광복절 기념 사진으로 만나는 광주 100년 전시회 개최 계획 공유 및 애로사항 점검,"170,000",20,비에뜨반미,카드,
860,19.07.25,광복절 기념 사진으로 만나는 광주 100년 전시회 개최 계획 공유 및 애로사항 점검,"75,000",20,지티이엔지,카드,
861,19.07.25,수영대회 현황 홍보등을 위한 지방사 기자단 오찬 간담회 비용 집행,"250,000",9,대게나라,카드,
862,19.07.25,수영대회 폐막식 의전관련 업무협의 간담 비용 집행,"70,000",6,장수버섯마을,카드,
863,19.07.26,광복절 경축식 홍보영상 제작 관련 간담회 비용 집행,"159,000",6,황토집,카드,
864,19.07.26,광주지역 국가기관 시정현안 공유간담회 비용 집행,"120,000",6,천송,카드,
865,19.07.29,시정현안 및 수영대회 결산 홍보 언론사 기자 간담회 비용 집행,"85,000",3,다도바다,카드,
866,19.07.30,2019광주세계마스터즈수영선수권대회 홍보 논의 간담회,"58,000",3,미미원,카드,
867,19.07.30,수영대회 성료 서포터즈 활약홍보 기자 간담회 비용 집행,"185,000",6,신락원,카드,
51,19.07.31,폭염 취약계층 특별 보호대책 추진방안 논의 간담회,"108,000",6,상무초밥,카드,
,19.06.07,직원 애경사 축부의금 집행(2건),"100,000",2,소속직원,현금,
,19.06.07,직원 애경사 축부의금 집행(1건),"50,000",1,소속직원,현금,
,19.06.10,주요현안업무 추진 부서원 등 격려 간식 구입,"437,000",,새마을금고,카드,
,19.06.10,한중우호교류회 수행 비서요원 격려,"63,000",4,다복,카드,
,19.06.14,5월 직원 생일 축하 격려물품 구입비 집행,"3,375,000",135,틔움직업재활센터,카드,
,19.06.14,협약식 및 집무실 환경정비에 따른 화분 등 구입,"780,000",,금강산꽃백화점,카드,
,19.06.17,직원 애경사 축부의금 집행(4건),"200,000",4,소속직원,현금,
,19.06.18,자동차부품 제조업체 투자협약 체결 노고 격려,"135,000",6,장안낙지,카드,
,19.06.19,상반기 퇴직공무원 격려품 구입,"7,920,000",44,(유)에이원이앤씨,카드,
,19.06.19,비서실 직원 노고 격려 오찬,"74,500",6,청담동마녀김밥,카드,
,19.06.21,직원 애경사 축부의금 집행(2건),"100,000",2,소속직원,현금,
,19.06.23,자치행정국 소속 휴일근무 직원 격려 오찬,"109,000",5,영미오리탕,카드,
,19.06.24,비서요원 현안업무 추진 노고 격려 오찬,"70,600",5,청담동마녀김밥,카드,
,19.06.27,당면 현안업무 추진 노고 오찬,"62,400",6,청담동마녀김밥,카드,
,19.06.27,직원 애경사 축부의금 집행(2건),"100,000",2,소속직원,현금,
884,19.06.03,행정안전부 업무협력 추진 간담회,"68,000",4,대나무한소반,카드,
885,19.06.03,시정현안 및 핵심시책 홍보 오찬 간담회,"172,000",7,원양,카드,
886,19.06.05,세계수영선수권대회 관련 자원봉사 활동 논의 간담회,"117,000",5,진우한우곱창,카드,
887,19.06.05,때이른 폭염 대응 종합대책 논의 간담회,"171,000",7,이토비토초밥참치,카드,
888,19.06.05,수영선수권대회 대비 공직기강 확립강화 만찬 간담회 추진,"240,000",8,미식가,카드,
889,19.06.07,상생의 노사화합 관계 구축을 위한 간담회 비용 집행,"650,000",23,가화원,카드,
890,19.06.07,2019하계휴양시설 운영 관계자 오찬 간담회 비용 집행,"171,800",8,풍암1등한우,카드,
891,19.06.10,코리아오픈 국제육상경기대회 관계자 간담,"110,000",5,섬진강계절음식점,카드,
892,19.06.11,광주 미해결 현안 사업 논의 간담회,"112,000",5,순,카드,
893,19.06.11,시정 현안 및 핵심시책 홍보 간담회,"54,500",3,오로라양식,카드,
894,19.06.12,시정 현안 및 핵심시책 홍보 오찬 간담회,"45,000",3,해동활어,카드,
895,19.06.12,시정 및 지역사회 소통을 위한 관계자 간담,"268,000",10,상무생복집,카드,
896,19.06.12,비서요원 현안업무 추진 노고 격려,"83,500",6,박정표밀알모밀,카드,
897,19.06.13,세계수영선수권대회 안전한 대중교통서비스 제공 방안 논의 간담회,"95,000",5,동원식육식당,카드,
898,19.06.14,분향소 설치운영 업무 관련 오찬 간담회 추진,"416,000",18,전북식당,카드,
899,19.06.14,프린지페스티발 내실화 방안 논의 간담회,"332,000",12,광주밥집,카드,
900,19.06.14,기록물관리업무 시책협의 오찬 간담회 추진,"107,300",7,2046팬스테이크,카드,
901,19.06.17,시구자원봉사센터 업무협력 추진 간담회 비용 집행,"305,000",20,해동활어,카드,
902,19.06.17,시구자원봉사센터 업무협력 추진 간담회 비용 집행,"44,000",20,이룸카페,카드,
903,19.06.17,광주천 아리랑물길 조성사업 추진방안 논의 간담회,"177,000",6,양육점 풍암점,카드,
904,19.06.19,시민 참여소통 행정사업 관련 오찬간담회 비용 집행,"220,000",8,원양,카드,
905,19.06.19,공무직 정년퇴임식 관련 간담회 비용 집행,"65,000",4,미진옥,카드,
906,19.06.20,국제화추진협의회 관련 만찬간담회 비용 집행,"472,000",16,청기와,카드,
907,19.06.20,시민서포터즈 역량강화 교육 강사진 오찬 간담회,"200,000",7,연한정식,카드,
908,19.06.21,시정 현안 및 핵심시책 홍보 간담회,"57,000",3,동경푸줏간,카드,
909,19.06.21,안전한 광주만들기 업무 협조 관련 오찬간담회 비용 집행,"108,000",5,명송생복집,카드,
910,19.06.21,수영대회 및 입장권 구매 홍보 오찬간담회 비용 집행,"110,000",5,물레방아,카드,
911,19.06.24,광역버스 준공영제 도입 방안 논의 간담회,"149,000",5,램앤솔트,카드,
912,19.06.25,민선7기 1년 결산 및 향후계획 수립 오찬 간담회 비용 집행,"103,000",11,상무팥죽,카드,
913,19.06.26,광주형 협치 마을사업 추진방안 논의 간담회,"100,000",5,시골전집,카드,
914,19.06.26,안전무시관행 근절 추진방안 논의 간담회,"99,000",5,연하식당,카드,
915,19.06.26,청원경찰 정년퇴임식 및 결원 등 현안공유 간담회,"50,500",4,2046팬스테이크,카드,
916,19.06.27,시민단체 주관 시정평가 대응방안 논의 위한 간담회 개최,"300,000",10,쌍학,카드,
917,19.06.27,장마철 대비 시설물관리 점검방안 간담회,"66,000",3,하남,카드,
918,19.06.28,민선7기 1년 시정 주요성과 홍보 기자 오찬간담회 비용 집행,"340,000",10,회뜨는마을,카드,
919,19.06.28,자치분권시대 풀뿌리 주민자치 활성화 방안 논의 간담회,"98,000",4,흑도리,카드,
920,19.06.28,광주자동차공장 합작법인 투자협약식 관련 오찬간담회 비용 집행,"56,000",6,성복추어탕,카드,
